principle_id,principle_name,category,description,application_condition,plot_area_min_sqm,plot_area_max_sqm,climate_zones,applicable_rooms,wall_thickness_mm,cost_saving_pct,material_saving_pct,thermal_benefit,implementation_detail,nbc_compliant,tncdbr_compliant,tn_districts_applicable,reference_source,drawing_impact
128,Radial Hub Window Distribution System,VENTILATION,"Windows arranged radially from central courtyard points to create multiple pressure-driven ventilation corridors. Staggered distances from hub (3m, 5m, 7m) ensure varied air velocity zones throughout building depths.","plot_area >= 200 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level IN ('high', 'luxury')",156.1,430.2,"Hot_Dry, Hot_Humid","bathroom, dining, bedroom, wash_area, entrance",200,22.2,25.8,MEDIUM,"Position central courtyard as ventilation hub (4m x 4m minimum). Radiate windows at 45-degree intervals to different depths. Windows at 3m radius get 0.8m² area, 5m gets 1.2m², 7m gets 1.4m².",1,1,"Tirunelveli, Tenkasi, Krishnagiri, Namakkal",Kerala State Housing Board 1990,Plan views require radial reference lines and concentric circles. Elevation drawings show progressive window size variation. Bird's-eye perspective drawings become necessary to convey radial system logic.
129,Stepped Sill Height Graduated Fenestration,VENTILATION,"Window sills positioned at incrementally increasing heights (0.6m, 0.9m, 1.2m, 1.5m) along facade progression. Creates visual ascent effect while controlling ground-level heat infiltration and maintaining privacy zones.","plot_area > 90 AND climate_zone IN ('tropical', 'subtropical') AND floors >= 2 AND soil_type IN ('laterite', 'black_soil', 'clay')",134.2,1569.7,"Hot_Humid, Composite, Warm_Humid","terrace, pooja_room, bedroom",,11.8,39.1,NONE,Grade window sills upward at 30cm intervals across facade length. Maintain consistent lintel heights; increase wall mass below windows accordingly. Use stepped concrete plinths with 1:1.5 slope ratio.,1,1,"Perambalur, Tenkasi, Dharmapuri, Villupuram",Kerala State Housing Board 1990,Elevation drawings show continuous upward-sloping sill line creating visual dynamic. Section views display stepped internal floor relationships. Foundation plans require graduated base course details.
130,Checkerboard Void Fenestration Matrix,VENTILATION,"Windows arranged in checkerboard pattern with 50% opacity distribution, creating alternating transparent-opaque zones. Reduces thermal load by 35-40% while maintaining visual rhythm and structural integrity.","plot_area >= 100 AND climate_zone = 'tropical' AND floors >= 2 AND budget_level IN ('medium', 'high') AND plot_area <= 400",154.1,498.6,"Hot_Dry, Hot_Humid","courtyard, verandah",200,5.3,28.9,NONE,Create 2m x 2m grid modules across facade. Place windows (1.2m x 1.5m) in alternating squares; fill remaining squares with solid wall or thermal mass units. Repeat pattern inversely on adjacent facades.,1,1,ALL,CBRI Technical Note 1992,Elevation drawings display clear checkerboard grid with half-filled pattern. Plan views show symmetric void distribution. Shading analysis diagrams essential to demonstrate thermal performance variations.
131,Layered Depth Progressive Window Sequence,VENTILATION,"Windows receding progressively into wall depth (20cm, 35cm, 50cm, 65cm) along horizontal facade sequence. Creates shadow cascade effect and reduces direct solar penetration while establishing thermal buffer zones.",plot_area > 110 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level >= 'medium' AND soil_type != 'sandy',137.5,763.6,"Composite, Hot_Humid","pooja_room, dining, entrance, bathroom",,18,5.4,NONE,Increase window recession depths by 15cm increments every 1.5m facade width. Install thermal insulation (250mm cork or coconut fiber) within recessed cavities. Create drainage channels at 30cm depths.,1,1,ALL,"Baker 1970, Building Techniques","Section drawings become critical, showing progressive recession profile. Elevation drawings use multiple line weights to indicate depth progression. Shadow studies become mandatory for presentation."
132,Aperture Rhythm Syncopated Opening System,VENTILATION,"Windows follow musical rhythm patterns (syncopated intervals: 1-2-1-3-2-1 unit spacing) rather than uniform grids, creating organic façade expression. Disrupts monotonous solar angles and creates varied ventilation pressure zones.","plot_area >= 150 AND climate_zone = 'tropical' AND floors >= 2 AND budget_level IN ('medium', 'high', 'luxury') AND plot_area <= 600",90.7,613.8,Hot_Humid,"wash_area, entrance, bathroom, living_room",200,11.2,6.4,NONE,Define basic unit as 0.6m. Space windows using rhythm intervals: 0.6m-1.2m-0.6m-1.8m-1.2m-0.6m. Align tops at single height; vary widths accordingly. Install flexible internal partitions to accommodate variable spacing.,1,1,ALL,"Baker 1970, Building Techniques",Elevation drawings require detailed spacing annotations and rhythm notation marks. Plan views display asymmetric fenestration requiring careful measurement callouts. Conceptual diagrams showing rhythm patterns essential for design communication.
133,Passive Thermal Mass Flooring,THERMAL_COMFORT,"Direct earth contact with rammed earth base layer providing thermal mass benefits, moderating indoor temperature fluctuations through seasonal ground temperature gradients in Tamil Nadu's tropical climate conditions.","(plot_area >= 500 AND climate_zone = 'tropical' AND floors <= 2 AND soil_type IN ('clay', 'laterite')) OR (budget_level >= 'medium' AND soil_type = 'clay')",43.1,,"Composite, Hot_Dry","prayer_room, bedroom, bathroom",,11.7,29.5,MEDIUM,"Construct 300mm rammed earth base with 50mm lime-stabilized layer, top with 100mm clay tile or stone directly on compacted earth, apply natural wax finish for durability and moisture resistance.",1,1,"Coimbatore, Pudukkottai, Tiruvarur, Tenkasi, Karur, Perambalur",Auroville Earth Institute 2005,"Floor plans show earth-contact layer details in section views, specify material stratification (earth/clay/tile), indicate no concrete raft, add moisture barrier details, show capillary rise management zones."
134,Evaporative Cooling Foundation Interface,THERMAL_COMFORT,"Earth-contact floors utilized for evaporative cooling through capillary moisture movement, reducing reliance on mechanical cooling in hot-dry seasonal periods typical of interior Tamil Nadu regions.","(climate_zone = 'tropical-dry' AND plot_area >= 300 AND soil_type = 'sandy-clay') OR (floors = 1 AND budget_level IN ('low', 'medium'))",165,923.7,Warm_Humid,"utility, terrace, corridor",,30.3,22,NONE,"Install 150mm permeable gravel base with 200mm rammed earth core, lay breathable lime mortar joints with 75mm stone flagging, ensure vegetation buffer on perimeter for surface evaporation enhancement.",1,1,ALL,Benny Kuriakose 2003,"Sections detail permeable layers with porosity indicators, floor plans mark perimeter vegetation zones, cross-sections show moisture migration pathways, annotate evaporative cooling zones with temperature gradient lines."
135,Monsoon Moisture Adaptive Flooring,THERMAL_COMFORT,"Hygroscopic earth-contact floors designed for seasonal moisture regulation during Tamil Nadu monsoon periods, utilizing natural absorption-desorption cycles of rammed earth and clay materials.","(climate_zone IN ('tropical', 'coastal-tropical') AND rainfall > 1000mm AND soil_type IN ('clay', 'clay-silt')) OR (floors <= 2 AND plot_area >= 600)",71.9,1672.4,"Composite, Hot_Dry","bathroom, garage, corridor",,23.8,6.6,MEDIUM,"Lay 100mm marine clay base with herringbone drainage pattern, top with 80mm stabilized earth block flooring, apply semi-permeable natural finish, maintain 300mm horizontal ventilation gaps at foundation edges.",1,1,"Kanchipuram, Coimbatore, Dindigul, Sivaganga, Salem, Thanjavur, Nilgiris, Krishnagiri",Kerala State Housing Board 1990,"Floor plans include monsoon drainage channels, sections show water management layers, detail herringbone patterns, indicate ventilation openings with flow arrows, annotate seasonal water table variations on foundation drawings."
136,Zero-Concrete Habitat Floor System,THERMAL_COMFORT,"Completely concrete-free earth-contact flooring using locally-sourced rammed earth, compressed clay blocks, and lime-based stabilization, minimizing embodied carbon while maintaining structural integrity in low-rise residential applications.","(budget_level IN ('low', 'medium') AND floors = 1 AND soil_type IN ('clay', 'laterite') AND plot_area >= 400) OR (climate_zone = 'tropical' AND soil_type = 'clay')",120.3,1164,"Hot_Humid, Hot_Dry, Composite","kitchen, living_room, utility",,11.4,15.2,HIGH,"Compact 250mm in-situ rammed earth in layers, stabilize with 8% lime by weight, lay 60mm clay tile finish, seal with natural oil-based coating, no concrete required anywhere in floor system.",1,1,"Ramanathapuram, Karur, Theni, Dindigul, Madurai, Kanchipuram, Virudhunagar, Vellore","Baker 1983, Rural Housing Manual","Specifications eliminate concrete schedules, show rammed earth layer stratification in details, indicate lime-stabilization percentages, mark material sourcing zones on site plans, add compaction sequence diagrams."
137,Hygrothermal Buffering Contact Foundation,THERMAL_COMFORT,"Earth-contact flooring optimized for hygrothermal performance, regulating both temperature and humidity through thermal mass and vapor permeability, suited for Tamil Nadu's variable seasonal moisture patterns.",(floors <= 2 AND soil_type = 'clay' AND plot_area >= 500) OR (climate_zone = 'tropical' AND budget_level >= 'medium' AND humidity_level > 60%),67.4,215.6,"Hot_Humid, Composite","living_room, wash_area, entrance, terrace",,8,31.6,NONE,"Build 200mm rammed earth base with integrated lime mortar matrix, add 50mm clay block layer with open joints, finish with lime-clay plaster, ensure perimeter open-jointed lime mortar drainage.",1,1,"Karur, Theni, Madurai, Cuddalore, Nagapattinam, Ramanathapuram",Benny Kuriakose 2003,"Sections show hygrothermal behavior curves, detail vapor permeability values for each layer, mark humidity regulation zones, indicate seasonal moisture content variations, annotate capillary break lines."
138,Seismic-Responsive Earth Contact Platform,THERMAL_COMFORT,"Earth-contact flooring designed to accommodate minor seismic movements through resilient material properties of rammed earth and clay composites, appropriate for Tamil Nadu's low-to-moderate seismic zones.","(seismic_zone IN ('low', 'moderate') AND floors <= 2 AND soil_type IN ('clay', 'sandy-clay')) OR (plot_area >= 300 AND climate_zone = 'tropical')",,619.1,"Hot_Humid, Hot_Dry, Composite","prayer_room, pooja_room",300,15.8,17.4,HIGH,"Create 280mm rammed earth base with flexible lime-clay mortar joints allowing micro-movement, use 70mm flexible clay tile finish, ensure foundation continuity with minimal restraint, provide slight surface deflection allowance.",0,1,"Dindigul, Thanjavur, Namakkal",HUDCO Technical Bulletin 1995,"Detail joints with expansion allowance, show flexible mortar specifications, indicate foundation restraint reduction points, mark seismic movement accommodation zones, annotate material resilience properties in sections."
139,Localised Material Earth Floor Strategy,THERMAL_COMFORT,"Earth-contact flooring constructed entirely from on-site or regional soil resources, reducing transportation impacts and construction costs while maintaining thermal and moisture management benefits in rural-urban Tamil Nadu contexts.","(budget_level = 'low' AND plot_area >= 600 AND soil_type IN ('clay', 'laterite', 'sandy-clay')) OR (floors = 1 AND climate_zone = 'tropical')",139.8,303.2,"Hot_Humid, Hot_Dry","prayer_room, verandah, terrace",230,20.3,33,LOW,"Extract and test on-site soil, compact 260mm processed local earth with 5% lime additive, finish with regional stone aggregate or clay tile, minimize external material imports to <5% by weight.",1,1,"Kanchipuram, Coimbatore, Karur, Tiruchirappalli, Salem",BMTPC Guidelines 2001,"Site plans highlight soil extraction zones, geotechnical survey details included, material sourcing maps shown, on-site testing documentation referenced, reduce standard floor specifications to local-adapted schedules."
140,Capillary-Break Integrated Contact Floor,THERMAL_COMFORT,"Earth-contact flooring with embedded capillary-break mechanism preventing upward moisture migration from groundwater, critical for Tamil Nadu properties with high water tables or coastal locations.","(water_table_depth < 1500mm OR plot_location = 'coastal') AND floors <= 2 AND soil_type IN ('clay', 'clay-silt') AND plot_area >= 400",130.6,,"Composite, Hot_Humid, Hot_Dry","kitchen, terrace, corridor",200,11.9,18.9,NONE,"Lay 150mm gravel with geotextile as capillary break, compact 200mm rammed earth above, insert 25mm sand layer with membrane, top with 75mm clay flooring, maintain 300mm perimeter drainage channel.",1,1,"Tiruvannamalai, Nilgiris, Villupuram, Thanjavur, Sivaganga, Salem",BMTPC Guidelines 2001,"Sections prominently show capillary-break layer and depth, indicate groundwater table elevation relative to floor level, detail geotextile placement, mark drainage flow patterns, annotate water table seasonal variations."
141,Vegetation-Integrated Earth Floor Interface,THERMAL_COMFORT,"Earth-contact flooring design incorporating adjacent ground-level vegetation integration, creating microclimate benefits through evapotranspiration and shading, enhancing passive cooling in Tamil Nadu hot seasons.",(plot_area >= 800 AND floors <= 2 AND climate_zone = 'tropical') OR (budget_level >= 'medium' AND vegetation_zone_available = true),96.3,,"Warm_Humid, Hot_Humid, Composite","kitchen, bedroom",300,11.4,35.5,HIGH,"Design permeable earth floor (200mm rammed earth, 70mm clay tiles) with 1.5m integrated planter zones, select heat-tolerant Tamil species (neem, tamarind), maintain capillary link between floor and vegetation root zone.",1,1,ALL,BMTPC Guidelines 2001,"Floor plans detail integrated planter zones with plant species labeled, sections show root zone connection to floor capillary system, landscape integration drawings show temperature reduction contours, mark microclimatic zones."
142,Thermally-Optimized Rammed Earth Floor,THERMAL_COMFORT,"Earth-contact flooring with composition optimized for specific thermal response based on building orientation, window placement, and seasonal sun exposure patterns in Tamil Nadu residential buildings.",(floors <= 2 AND plot_area >= 500 AND soil_type = 'clay') OR (climate_zone = 'tropical' AND thermal_mass_requirement > 100kJ/K),177.5,1073.1,Hot_Humid,"bathroom, corridor, utility, kitchen, wash_area",,23.6,8.2,MEDIUM,"Engineer rammed earth mix with 35% gravel (10-25mm) for thermal conductivity enhancement, compact 240mm thickness, vary compaction density by orientation (higher density south face), finish with 60mm heat-absorbing clay tile.",1,1,"Nagapattinam, Cuddalore, Theni, Tenkasi, Coimbatore",CBRI Technical Note 1992,"Floor plans show thermal mass density variations by compass orientation, sections detail gravel distribution patterns, specify compaction rates per zone, annotate seasonal temperature response curves, mark thermal conductivity values by layer."
143,Salvaged Brick Infill Framing,MATERIAL_EFFICIENCY,Recycled brick nogging technique utilizing locally salvaged bricks from demolished structures as infill between timber or reinforced concrete frame members. Reduces material waste while maintaining structural integrity and thermal mass properties specific to Tamil Nadu's hot climate.,"plot_area >= 2000 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level = 'low_to_medium' AND soil_type IN ('laterite', 'red_soil')",105.9,428.1,Hot_Humid,"verandah, terrace",,19.8,42.4,LOW,Source bricks from urban demolition sites; sort by quality and size; reuse in 225mm thick walls with lime-sand mortar; ensure proper curing in high-humidity coastal regions; integrate with wooden or steel frame spacing of 1.2m intervals.,1,1,"Krishnagiri, Villupuram, Cuddalore, Thoothukudi, Kanchipuram","Baker 1983, Rural Housing Manual",Elevation drawings show dashed lines indicating recycled brick areas within frame bays; cross-sections include material notation specifying 'salvaged brick' versus 'new masonry'; details highlight lime mortar joint specifications and frame member connections.
144,Stabilized Earth Brick Nogging,MATERIAL_EFFICIENCY,Combines recycled brick fragments with compressed stabilized earth to create hybrid nogging blocks. Improves thermal comfort in Tamil Nadu's high-temperature environments while utilizing locally available materials and reducing embodied carbon footprint significantly.,"plot_area >= 1500 AND climate_zone IN ('tropical', 'semi-arid') AND floors <= 2 AND budget_level = 'low' AND soil_type = 'red_soil'",,731.5,"Composite, Warm_Humid","utility, kitchen, store_room, verandah",,13.9,23,NONE,Crush recycled bricks to aggregate; mix with locally excavated earth and 5-8% cement binder; mold into blocks 300x150x100mm; cure for 14 days; install with earth-based mortar; seal with lime wash for weather protection.,1,1,"Chennai, Ramanathapuram, Theni, Krishnagiri, Vellore",Kerala State Housing Board 1990,Plan views denote earth-brick hybrid zones with pattern fill; sections show gradation from frame edge to infill core; material schedule specifies stabilized earth-brick ratio and compressive strength requirements; details include lime wash finishing layers.
145,Cavity Wall Recycled Brick System,MATERIAL_EFFICIENCY,"Double-leaf masonry using recycled bricks with air cavity for superior insulation and moisture management. Particularly effective in coastal Tamil Nadu regions where salt spray and humidity demand durable, breathable wall construction methods.","plot_area >= 2500 AND climate_zone = 'coastal' AND floors <= 4 AND budget_level = 'medium' AND soil_type IN ('clayey', 'alluvial')",,345.4,"Hot_Humid, Composite","living_room, balcony",,21.3,39.6,LOW,Construct outer leaf with new lime bricks 110mm thick; fill cavity 50-75mm with recycled brick aggregate or cork; inner leaf with recycled bricks 110mm; tie with mild steel wall ties every 600mm; provide cavity ventilation at base and top.,1,1,"Ramanathapuram, Pudukkottai, Erode, Nilgiris, Vellore, Tirunelveli, Perambalur, Tiruchirappalli",Benny Kuriakose 2003,Cross-sections prominently display cavity layer with dimension lines; elevations show cavity wall thickness variations; details illustrate wall tie placement and spacing; isometric views clarify moisture barrier and ventilation strategies within cavity.
146,Load-Bearing Recycled Brick Walls,MATERIAL_EFFICIENCY,"Direct use of salvaged bricks in load-bearing masonry walls without frame support, relying on traditional Tamil Nadu construction principles. Validates structural capacity through material testing and proportional wall design for rural housing applications.","plot_area >= 1200 AND climate_zone IN ('tropical', 'semi-arid') AND floors <= 2 AND budget_level = 'low' AND soil_type IN ('red_soil', 'laterite')",92.1,,Hot_Dry,"dining, living_room, bedroom, verandah, pooja_room",,28.3,20.9,NONE,Grade salvaged bricks by compressive strength testing; construct 230mm walls with 1:4 lime-sand mortar; maintain 1:6 height-to-thickness ratio; bond bricks in Flemish pattern; test every 500m³ section; apply lime plaster finish in 25mm layers.,0,1,ALL,Benny Kuriakose 2003,Foundation plans show increased footing depth for load-bearing walls; elevations feature reinforced corner details; sections include compressive strength annotations; construction details highlight bond patterns and mortar joint treatment specifications.
147,Ventilated Recycled Brick Screen,MATERIAL_EFFICIENCY,Perforated or latticed nogging using recycled bricks arranged for natural ventilation and passive cooling. Reduces indoor temperature by 3-5°C through cross-ventilation while maintaining structural screen function in Tamil Nadu's intense solar radiation environment.,"plot_area >= 2000 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level = 'medium' AND soil_type IN ('red_soil', 'black_soil')",,,Hot_Dry,"garage, verandah",,25.1,25.2,MEDIUM,Design brick spacing at 150-200mm intervals; create diagonal or offset patterns; integrate with frame openings; ensure prevailing wind alignment for airflow; combine with internal thermal mass walls; finish screen face with lime coating for reduced solar absorption.,0,1,"Thanjavur, Dharmapuri, Madurai, Karur, Tiruvannamalai",Benny Kuriakose 2003,Elevations display ventilation pattern grids with dimensional clarity; perspective views emphasize airflow pathways; details show brick-to-frame connection angles; sections indicate temperature differential zones; patterns include shadow-line representations.
148,Compacted Recycled Brick Foundation Infill,MATERIAL_EFFICIENCY,"Recycled brick rubble compacted into foundation trenches and plinth areas, replacing conventional concrete. Provides adequate bearing capacity for low-rise structures while managing construction waste and reducing material costs in Tamil Nadu contexts.","plot_area >= 1500 AND climate_zone IN ('tropical', 'semi-arid') AND floors <= 2 AND budget_level = 'low' AND soil_type IN ('red_soil', 'laterite', 'sandy')",76.9,1825.1,"Composite, Hot_Humid","bathroom, bedroom, corridor, garage",,26.6,44.3,NONE,Collect brick waste; grade by size; compact in 150mm layers using manual ramming or light machinery; achieve 95% density; cap with 150mm concrete leveling course; provide perimeter drain for water management; test bearing capacity at 1.5 safety factor.,1,1,"Karur, Thanjavur, Pudukkottai, Chennai, Ariyalur",COSTFORD Workshop Notes 1988,Foundation sections show layered compaction zones with density notations; plans indicate material source references; details specify ramming method and equipment; level plane drawings clarify height adjustments; notes include drainage provisions.
149,Thermal Mass Recycled Brick Core,MATERIAL_EFFICIENCY,"Central recycled brick mass walls thermally buffering living spaces from external temperature fluctuations. Optimizes diurnal temperature swings in Tamil Nadu, reducing cooling loads by absorbing daytime heat and releasing at night through radiant cooling.","plot_area >= 2500 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level = 'medium' AND soil_type IN ('red_soil', 'black_soil')",116.9,1263.2,"Composite, Hot_Dry, Hot_Humid","garage, dining, entrance, bathroom",230,18.6,43.2,HIGH,Design central 230-300mm brick core using recycled material; position North-South orientation; expose interior surfaces for thermal contact; integrate with circulation spaces; install high-mass flooring (recycled brick tile); calculate thermal lag time 8-12 hours optimal.,1,1,"Tiruvarur, Namakkal, Dindigul, Tenkasi, Nilgiris, Madurai, Salem",Kerala State Housing Board 1990,Floor plans highlight thermal mass core zones with bold centerline emphasis; sections show mass positioning relative to windows and openings; thermal analysis diagrams illustrate heat flow patterns; legend specifies mass wall material codes and time-lag annotations.
150,Recycled Brick Paver Ground Stabilization,MATERIAL_EFFICIENCY,"Crushed recycled brick used as stabilizing layer in ground preparation and plinth construction. Prevents capillary moisture rise while providing cost-effective bed material, crucial for Tamil Nadu's high water table coastal regions.","plot_area >= 1800 AND climate_zone IN ('coastal', 'tropical') AND floors <= 2 AND budget_level = 'low_to_medium' AND soil_type IN ('alluvial', 'clayey')",,,"Warm_Humid, Hot_Dry, Composite","bedroom, utility",300,30.1,28,NONE,Crush recycled bricks to 50-75mm aggregate; lay 300mm depth above water table; compact to 95% density; interlayer with geotextile for separation; top with sand cushion 50mm; test permeability at 10mm/hour minimum; monitor water ingress monthly.,1,1,ALL,Auroville Earth Institute 2005,Site sections show soil layers with material identification; plinth details include crushed brick layer dimensions and geotextile positioning; plan view notes indicate source areas; cross-sections emphasize capillary break specifications and drainage slopes.
